KEGG_Pathway	CTU_ABQ_Rm_LE	CTU_ABR_Rm_LE	CTU_ABX_Rm_LE	CTU_ABZ_Rp_LE	CTU_ACA_Rp_LE	CTU_ACB_Rp_LE	CTU_ACC_Rp_LE	CTU_ACE_Rp_LE	CTU_ACG_Rp_LE	AL_Rm_LE	AM_Rm_LE	AN_Rm_LE	AS_Rp_LE	AT_Rp_LE	AU_Rp_LE	AV_Rp_LE	AW_Rp_LE	BK_Rm_LE	BL_Rm_LE	BM_Rm_LE	BN_Rm_LE	BO_Rm_LE	BP_Rm_LE	BQ_Rm_LE	BRZ_GK_Rm_Control	BRZ_GL_Rp_Control	BRZ_GN_Rm_Control	BRZ_GP_Rp_Control	BRZ_GS_Rm_Control	BRZ_GT_Rp_Control	BRZ_HA_Rm_Control	BRZ_HB_Rp_Control	BRZ_HE_Rm_Control	BRZ_HF_Rp_Control	BRZ_HI_Rm_Control	BRZ_HK_Rp_Control	BRZ_HN_Rm_Control	BRZ_HP_Rp_Control	BRZ_HS_Rm_Control	BRZ_HT_Rp_Control	BRZ_IB_Rm_Control	BRZ_IC_Rp_Control	BRZ_IF_Rm_Control	BRZ_IG_Rp_Control	BX_Rp_LE	BY_Rp_LE	BZ_Rp_LE	sum
map04710	4	5	3	0	0	0	0	0	0	38	6	18	0	0	0	0	0	3	33	10	35	10	21	57	164	103	34	0	0	125	109	3	5	29	11	0	8	2	40	0	9	13	23	0	0	0	0	921
map04713	5	0	0	0	0	0	0	0	0	3	1	12	0	0	0	0	0	19	3	2	2	3	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
map04714	37972	33628	36258	37892	24789	32100	35300	28068	37904	32931	35220	38281	35378	30269	32459	38855	36976	43159	32015	27860	38127	33096	36770	36330	55159	102569	73924	85354	110339	74552	91619	86388	58690	88813	108060	125515	70834	117142	112576	131351	127837	122700	83302	66249	26483	41324	36873	2829290
map04720	5	0	0	0	0	0	0	0	0	3	1	12	0	0	0	0	0	19	3	2	2	3	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
map04721	0	0	0	0	0	1	0	4	0	0	0	0	2	17	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	1	0	2	0	0	0	5	0	0	0	1	0	0	0	26	16	84
map04722	14	7	7	45	3	27	0	6	0	4	5	19	3	18	1	36	2	16	18	5	2	20	9	41	0	0	0	1	1	1	1	1	0	1	0	36	1	1	0	3	2	4	0	1	21	3	22	408
map04723	6	1	4	13	5	5	9	17	5	6	7	18	5	5	21	8	24	21	73	43	429	6	21	19	44	11	21	0	8	0	4	1	6	0	5	2	46	3	519	1	38	2	18	0	27	4	6	1537
map04724	39297	37625	37859	45674	25755	37031	40371	30862	36539	33036	37209	32888	33241	29169	31168	43184	37925	41644	32559	31533	36879	30437	34351	37819	51914	98181	69492	70271	107705	68830	70021	83258	55120	73165	94439	122405	59150	109748	103742	131330	120709	134504	73244	59112	28544	42063	37426	2718428
map04725	5	0	0	0	0	0	0	0	0	3	1	12	0	0	0	0	0	19	3	2	2	3	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
map04726	109	63	103	116	57	101	102	102	76	79	70	82	45	47	26	78	66	128	102	77	37	96	99	54	125	112	108	95	571	44	74	119	134	51	135	353	80	490	212	197	300	182	92	63	55	117	51	5675
map04727	43834	39550	41231	48603	27808	39282	42962	33009	40604	34416	39827	35811	35394	30639	33418	45755	39585	44648	34987	32822	39927	32819	36849	41068	56441	103171	74815	74578	115925	71209	75593	87216	57547	77507	100638	127209	62316	115281	112089	138053	127353	144690	77133	61226	30077	43815	40439	2889169
map04728	109	63	103	116	57	101	102	102	76	79	70	82	45	47	26	78	66	128	102	77	37	96	99	54	125	112	108	95	571	44	74	119	134	51	135	353	80	490	212	197	300	182	92	63	55	117	51	5675
map04740	5	0	0	0	0	0	0	0	0	3	1	12	0	0	0	0	0	19	3	2	2	3	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
map04742	5	0	0	0	0	0	0	0	0	3	1	12	0	0	0	0	0	19	3	2	2	3	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
map04750	5	2	2	2	0	0	0	0	0	6	8	14	0	4	0	19	1	64	4	10	2	3	9	3	9	18	6	3	65	20	5	23	16	26	89	34	22	65	45	76	11	48	36	8	2	5	27	817
map04810	3	6	7	21	102	16	1	3	35	7	23	6	353	83	110	90	12	39	5	4	23	324	56	45	69	988	289	14	12	2	8	1	136	121	11	825	37	0	17	1	11	24	36	0	2	7	38	4023
map04910	37854	34857	37693	34509	25269	36112	38242	30163	34506	36303	40988	34317	36247	32264	33229	45637	42199	48072	35448	33499	38197	35169	40484	44045	62385	104709	82383	82153	120048	80564	80290	86683	61397	81425	107002	133744	67653	123458	123082	140035	135954	148482	86131	66871	32944	45234	42458	2980388
map04911	31	72	73	130	35	61	29	75	85	105	258	71	86	115	62	296	86	294	67	138	70	94	73	154	55	697	79	201	381	594	22	1322	247	128	268	581	237	569	99	1019	232	2228	237	291	29	101	187	12364
map04912	5	0	0	0	0	0	0	0	0	3	1	12	0	0	0	0	0	19	3	2	2	3	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
map04913	5	0	0	0	0	0	0	0	0	3	1	12	0	0	0	0	0	19	3	2	2	3	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
map04914	16080	13507	16988	17089	9882	14416	14096	10600	13980	15810	17913	17018	15961	14082	15262	19310	18160	21624	14985	13406	16799	16202	17784	19438	24216	46205	32773	32376	51821	29344	35369	36622	26882	34199	46764	61854	27897	53400	51374	62115	58801	62785	35755	25859	13650	21082	18735	1270270
map04915	16071	13499	16984	17082	9874	14400	14076	10597	13977	15799	17905	17011	15951	14067	15250	19304	18151	21620	14972	13380	16792	16197	17774	19425	24210	46199	32760	32365	51812	29338	35365	36620	26878	34192	46759	61833	27891	53393	51366	62109	58795	62779	35742	25856	13645	21073	18721	1269859
map04916	17	8	4	15	10	11	10	14	4	17	5	20	10	13	11	13	15	32	7	19	13	15	24	24	21	4	11	6	5	5	14	4	1	7	9	27	4	10	10	9	11	17	7	2	14	27	15	571
map04917	4212	4118	5005	6342	3978	5778	5669	4477	3969	4994	6465	3262	5255	4437	4504	6363	7152	5552	4602	4750	4454	4908	5901	8078	9144	12163	11358	13911	13456	14325	8080	17024	7268	7603	11556	19153	6899	24453	15031	20349	18533	33588	10030	11261	5703	6908	6525	428546
map04918	89	137	207	277	170	88	84	149	131	327	515	259	432	224	190	628	316	531	249	271	387	371	370	469	408	1185	1311	1215	1239	1305	407	2004	1031	812	1052	1882	748	2811	850	2975	1242	7336	947	837	216	311	493	39488
map04919	44	78	79	176	38	88	29	81	99	108	263	94	91	133	86	345	90	311	83	142	72	113	74	191	63	724	2825	204	435	764	36	1346	340	146	539	594	254	611	448	1183	259	2685	248	499	50	105	210	17476
map04920	39498	35803	38454	40623	25603	33977	36460	28970	38799	34495	37962	37473	35937	30929	32942	41785	37355	46145	35035	30157	39403	34656	38970	38924	57578	104641	74501	86624	114555	73872	94040	87463	60008	89914	110063	127058	72713	119043	118475	133653	131252	125671	85597	66545	27601	40137	39010	2910369
map04921	384	272	443	109	65	97	73	82	68	406	673	331	71	173	54	187	47	1166	657	443	451	377	617	785	250	214	168	26	128	150	193	44	45	55	106	156	88	83	184	70	126	131	104	12	67	98	175	10704
map04922	56810	53078	57700	53906	39948	55140	59128	46839	52813	55902	62216	50871	56328	49316	51663	67444	66585	69909	53267	50314	58543	54260	63213	67641	99255	159949	133608	140723	182287	134716	132471	147697	102521	130887	173530	210824	109351	212858	187973	226509	214163	277413	139084	113071	50108	67989	62817	4762638
map04923	5	0	0	0	0	0	0	0	0	3	1	12	0	0	0	0	0	19	3	2	2	3	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
map04924	5	0	0	0	0	0	0	0	0	3	1	12	0	0	0	0	0	19	3	2	2	3	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
map04925	31	72	73	130	36	62	29	78	88	105	263	71	87	119	73	299	90	296	69	139	72	95	77	155	56	714	103	204	387	602	36	1348	248	139	317	602	256	597	107	1067	245	2267	248	295	31	103	191	12772
map04926	29	26	33	38	39	43	33	17	46	13	47	33	34	17	40	17	49	40	21	30	14	53	64	82	96	154	2639	367	159	183	113	248	110	65	355	541	48	167	392	211	388	459	85	215	43	31	23	7950
map04927	5	0	0	0	0	0	0	0	0	3	1	12	0	0	0	0	0	19	3	2	2	3	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
map04930	17205	16338	16948	17252	11670	16629	17922	14207	15476	16349	17647	14831	15986	14137	14364	18753	18714	20198	14744	13644	16267	15182	18761	18861	27193	43708	38714	40854	48832	37897	38034	40156	29715	38265	49803	60764	31234	59700	53238	59774	58106	71880	38570	30685	14062	19861	17175	1340305
map04931	51098	46139	51056	43941	35124	48406	52483	39906	45983	47880	55759	45138	49332	42593	46163	55998	58390	61521	46919	45158	51289	47858	55653	61320	87640	143166	119919	125040	161308	127537	110609	136875	87775	113561	147303	180994	95794	187141	165612	198462	189361	223044	121307	106294	42277	60763	53263	4170152
map04932	716	108	138	104	411	265	311	124	677	252	572	2257	1044	1007	985	121	853	467	365	452	698	681	684	1166	923	144	2271	6	404	2302	124	320	673	628	1547	2957	305	1218	392	313	53	2597	665	750	200	3406	797	37453
map04933	24	27	39	52	135	55	33	17	74	12	66	23	382	98	144	101	60	56	23	28	33	372	106	122	154	1114	372	365	154	114	112	248	185	182	164	1344	79	164	70	193	387	459	111	212	43	34	57	8399
map04934	1106	1007	871	1363	829	1277	1235	948	865	931	1221	1710	1306	1178	1011	1381	1292	1416	946	1009	954	1072	1457	1590	2017	1830	3643	2106	2426	2453	1459	2310	1697	1512	2580	5027	1344	3730	2526	3530	2578	8618	2233	1758	903	2687	1709	88651
map04940	22468	18945	20163	20915	14501	20620	21292	15892	19858	16623	19067	18239	18047	16256	16964	21815	19821	22729	17390	15786	19408	17036	20254	21291	30407	48354	45206	39557	58391	37334	41183	42323	60533	45481	53031	60634	33785	104856	58589	65841	65616	75838	41521	31674	15580	22141	20448	1553703
map04960	39	78	79	175	38	88	29	81	85	105	262	73	89	133	63	332	88	290	80	140	70	110	65	190	55	697	79	197	381	590	22	1321	247	126	268	581	237	564	99	1019	232	2227	237	291	50	104	209	12615
map04961	31	72	73	130	35	61	29	75	85	105	258	71	86	115	62	296	86	294	67	138	70	94	73	154	55	697	79	197	381	590	22	1321	247	126	268	581	237	564	99	1019	232	2227	237	291	29	101	187	12347
map04962	11	91	6	23	7	28	14	8	6	71	8	15	5	21	5	7	7	23	55	6	6	4	11	6	91	0	2	0	4	0	11	0	4	0	12	0	0	0	11	0	0	0	0	0	4	38	22	643
map04964	11361	9764	10570	14269	7521	11071	10356	7976	8841	8942	11123	8760	9675	8416	8532	14642	10631	11907	9841	9005	9603	9359	10775	13734	18201	18725	18937	16042	23621	16784	17628	19039	10944	14142	18328	29434	12268	26227	26851	24510	25924	44801	16412	10865	9043	13198	13603	692201
map04970	31	72	73	130	35	61	29	75	85	105	258	71	86	115	62	296	86	294	67	138	70	94	73	154	55	697	79	197	381	590	22	1321	247	126	268	581	237	564	99	1019	232	2227	237	291	29	101	187	12347
map04971	31	72	73	130	35	61	29	75	85	105	258	71	86	115	62	296	86	294	67	138	70	94	73	154	55	697	79	197	381	590	22	1321	247	126	268	581	237	564	99	1019	232	2227	237	291	29	101	187	12347
map04972	26	72	73	130	35	61	29	75	85	102	257	59	86	115	62	296	86	275	64	136	68	91	64	153	55	697	79	197	381	590	22	1321	247	126	268	581	237	564	99	1019	232	2227	237	291	29	101	187	12287
map04973	9535	8554	9549	13300	7343	10556	10318	8978	11345	9737	11097	8299	10171	9213	10211	16202	12352	12130	8342	8920	10377	9130	12436	15735	24595	21525	28069	24327	23547	25099	23452	20741	11453	19023	18862	33593	13858	29248	24859	27848	31307	53068	18044	15810	10461	12668	15059	780346
map04974	19594	19305	20679	21840	11661	16876	19158	14031	17181	17780	18002	18788	18005	15426	15950	18869	20078	22489	15404	16016	20018	16339	17051	14567	21597	70818	31300	40388	69364	41283	45205	51317	36492	52756	65031	75825	39512	63876	60754	86450	75940	46961	49224	41822	14179	22280	15188	1542669
map04976	50	229	136	225	89	152	61	101	111	354	367	119	159	234	91	527	115	425	241	315	119	143	142	253	251	899	181	353	437	644	63	1450	312	234	479	793	335	763	254	1179	346	2654	540	441	147	198	288	17999
map04978	1491	887	1271	1265	920	1132	1142	979	1681	752	1315	1001	903	860	906	1338	781	1321	836	798	1093	988	976	1405	1985	2656	2415	2392	3496	1896	1962	3338	1543	2145	2321	3019	1866	3295	2561	3803	3622	6230	2318	1475	683	1003	1266	83331
map04979	1270	1143	1244	1286	966	960	1145	874	871	1305	1273	1336	1347	1028	1106	1695	1364	1605	1423	986	1327	1272	1608	1476	2445	3016	4967	5313	3132	2483	5090	3565	2505	2900	5423	3482	2985	6705	5058	4753	3943	8892	3476	2236	1022	1331	1549	116181
map05010	12517	11048	11890	12069	8338	11793	11657	8501	11672	11052	12704	13906	12830	11373	11872	13528	13616	14458	11221	10691	12259	11035	13311	14238	20045	32334	30512	29863	36782	28709	27870	32177	21652	27419	36727	46875	22232	45390	36954	46591	42422	58044	27937	24999	9613	18847	13584	1005157
map05012	716	101	125	106	412	266	313	141	680	204	549	2254	1035	986	1004	104	869	448	364	450	1067	676	661	1122	787	41	2238	6	408	2177	16	317	673	599	1540	2957	299	1216	868	313	44	2584	645	750	225	3386	766	37508
map05014	1260	1218	1137	1659	1016	1009	1170	876	1400	1086	1889	2160	1689	1356	1555	1690	1427	1155	1242	1182	1130	1058	1410	1957	2275	1415	1916	2305	3812	2540	1329	1492	1189	1530	2653	4642	1286	3176	2458	3280	2002	4995	1493	1477	717	2006	1653	84372
map05016	6662	5079	5881	5746	3912	4920	5414	3982	6003	4989	5975	8299	6280	5457	5616	5243	6096	6731	4683	4610	6424	5439	5728	6181	7703	16073	12543	11534	17748	13197	13081	11891	9830	13710	18480	22016	10734	17582	16331	20029	18725	17864	13450	9893	3839	10502	5616	447721
map05020	434	415	240	535	398	476	390	355	334	818	377	691	558	513	448	447	415	457	308	391	420	347	471	679	792	464	1128	1616	1028	942	615	713	460	561	861	1523	625	1129	878	1046	829	1607	776	457	449	1102	560	31078
map05030	109	63	103	116	57	101	102	102	76	79	70	82	45	47	26	78	66	128	102	77	37	96	99	54	125	112	108	95	571	44	74	119	134	51	135	353	80	490	212	197	300	182	92	63	55	117	51	5675
map05031	109	63	103	116	57	101	102	102	76	79	70	82	45	47	26	78	66	128	102	77	37	96	99	54	125	112	108	99	571	48	74	120	134	53	135	353	80	495	212	197	300	183	92	63	55	117	51	5692
map05032	5	0	0	0	0	0	0	0	0	3	1	12	0	0	0	0	0	19	3	2	2	3	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
map05034	479	324	530	223	119	191	175	179	140	429	661	360	97	175	65	219	105	1135	645	496	440	456	645	763	203	206	218	114	689	57	140	133	173	64	181	488	137	538	343	219	402	260	161	71	114	173	148	14283
map05100	1700	2786	1454	2627	2220	1940	1920	1764	2983	3488	2049	2382	3753	3278	3430	4047	2947	2917	3485	2912	3561	3825	4769	3704	5630	7432	7627	15155	6573	9990	12132	7238	6965	14254	10334	12802	6489	17193	10223	12296	8559	20833	11623	7756	2715	3235	3050	290045
map05110	179	354	471	532	225	364	457	326	211	482	574	417	636	412	358	1282	598	5627	508	495	292	563	455	774	977	711	1513	638	925	481	749	436	468	902	640	1302	307	733	1062	556	516	867	769	407	827	646	1084	34108
map05111	60581	62519	57804	68933	39951	58075	62416	45878	49623	62792	60399	61634	57933	52720	50450	72888	68330	75106	52258	54836	60258	54144	59855	62971	95327	164491	149345	125237	186263	125798	122351	138746	101002	129605	176096	245232	104901	195877	182742	229595	217412	229151	134276	100907	53936	78160	63961	4762765
map05120	39420	34929	32326	40124	25505	35087	38496	28630	31148	32251	33018	33329	32375	29298	30287	36454	36813	37882	28847	27636	30587	30589	34878	35945	52561	77855	78895	71417	88519	65440	73906	70804	52421	71105	90911	108018	56368	103096	94614	109746	108531	118591	73070	51504	26894	39820	33880	2513820
map05131	0	13	3	85	45	8	21	65	0	23	3	3	47	7	1	138	19	20	1	1	3	12	3	6	3	0	7	392	242	65	135	262	54	31	2	783	2	456	0	559	52	4	2	76	60	1	13	3728
map05132	2524	1692	1120	2015	1505	1433	1775	1141	2101	1669	2057	5536	3273	2645	2783	2049	2651	1994	1430	3061	2098	2142	2138	3263	4012	2977	6334	3180	3364	6379	2051	2934	3336	3408	5028	9646	1669	7038	3494	5920	2672	10282	3037	3641	1154	7792	2764	156207
map05133	24125	21121	21994	19700	14122	19607	22540	16310	20903	17285	19239	19592	18098	15165	16314	16962	18457	22201	15388	16080	20681	16388	17449	14456	20358	69283	32813	40580	71466	38601	47151	43033	38036	52512	64290	74287	40134	62679	62532	80427	77704	36458	49505	35177	11910	21195	13533	1527841
map05134	51613	48353	49662	50689	34289	48968	51341	37664	45292	46633	50312	49480	48737	43287	44392	55487	54175	59296	44542	43893	50357	43942	51548	52679	74989	138948	122766	108316	150174	111162	109420	114872	114155	117434	147824	172682	90453	214000	149839	179909	172488	190379	114630	92012	41041	62784	51452	3998360
map05140	1	1	1	0	0	0	0	0	0	1	0	5	0	0	0	0	0	1	2	1	0	1	8	4	0	0	0	1	1	1	1	1	0	1	0	36	1	1	0	3	2	4	0	1	0	0	0	80
map05142	41	12	43	51	114	17	54	64	83	30	32	38	136	17	100	105	116	23	9	26	16	48	48	140	797	1314	577	2527	1142	1768	617	4489	518	507	1205	1814	355	3377	713	3321	2110	4626	516	3171	61	43	30	36961
map05143	271	234	231	245	289	274	347	341	172	241	188	172	319	165	248	288	319	178	119	161	170	181	193	271	1085	2056	1114	3094	1990	2355	1058	5240	997	1172	2012	2991	886	4243	1551	4535	3087	5555	1158	3633	192	274	138	56033
map05145	40	22	32	118	31	72	32	24	64	13	27	38	26	44	20	70	11	34	60	25	55	31	18	62	23	21	46	2	51	17	9	2	64	6	225	490	50	213	83	84	18	409	25	111	44	19	51	3032
map05146	3390	3433	3537	4557	2541	3165	3091	2334	2900	3197	3509	3031	3325	2622	2491	4449	2829	3788	3089	2717	2484	3072	3724	3841	5849	4817	5935	4496	6224	4379	5853	4866	2805	3764	5122	10356	4335	6845	7070	7823	7135	13258	4616	3091	2184	4427	3804	206170
map05150	4109	3447	3602	5615	3504	4113	4502	3494	3521	3965	4147	3312	4249	3862	3318	5748	5382	4939	3740	4453	4981	3623	5144	6084	7368	8672	11956	10305	11805	8038	13012	13778	7764	10042	9051	16602	7287	24123	8921	20253	12528	39132	10434	7714	3665	5656	5304	376264
map05152	50009	47910	48302	50746	33735	48652	51199	39075	43392	46998	50297	46175	47389	41932	42645	54126	54787	58331	44376	43397	48511	44453	52296	52907	78124	139826	116057	112339	151128	110632	110979	120753	116481	115994	146009	173348	94677	224237	153800	188149	177373	197978	117650	94519	40433	60725	48958	4031809
map05160	14	9	16	46	4	27	0	6	0	17	24	16	15	41	2	54	5	50	54	10	4	19	12	41	0	0	0	1	1	1	1	1	0	1	0	1	1	1	0	3	2	4	0	1	21	23	53	602
map05161	26	16	32	74	28	51	32	18	64	16	57	23	34	61	20	60	12	65	80	22	58	11	28	29	23	21	46	2	51	24	9	10	64	8	225	456	50	217	83	94	18	413	25	112	27	44	61	3000
map05162	2	4	11	1	1	0	0	0	0	15	19	7	12	23	1	18	3	36	40	7	2	1	19	8	0	0	0	1	1	1	1	1	0	1	0	36	1	1	0	3	2	4	0	1	0	20	31	335
map05164	238	238	223	416	418	382	327	306	537	465	406	504	510	667	633	688	525	618	657	374	412	522	811	632	930	382	1583	2274	983	1332	2361	803	744	1860	1331	2017	1200	1227	1237	916	1428	2290	1099	1734	496	514	534	40784
map05165	16877	16122	16499	17028	11606	16519	17580	13877	15350	15355	16822	14480	15722	13719	13960	18316	17581	19015	14489	13100	15748	15112	17907	18114	25775	43753	36827	40451	46490	36879	36759	39126	29017	37841	47096	59156	30557	57569	50481	57915	54362	70074	37099	30439	12946	18739	16052	1296301
map05166	1285	1152	1258	1297	974	986	1165	880	874	1328	1340	1360	1376	1100	1124	1742	1382	1705	1533	1019	1354	1281	1660	1513	2451	3042	4982	5332	3148	2531	5099	3594	2510	2912	5432	3509	2994	6746	5071	4785	3958	8938	3498	2242	1032	1383	1639	117516
map05167	26	15	25	73	28	45	32	18	64	9	22	19	23	26	19	34	9	18	42	20	53	11	9	21	23	21	46	2	51	17	9	2	64	6	225	455	50	213	83	84	18	409	25	111	23	16	29	2643
map05168	28	18	38	78	30	52	32	22	67	25	60	23	43	79	22	69	22	81	112	28	58	14	33	46	25	22	52	2	52	21	9	15	72	25	226	456	50	229	91	88	28	444	33	113	25	55	89	3302
map05169	7	4	12	6	0	7	0	1	2	22	57	19	23	50	3	40	4	97	68	10	7	4	37	30	0	0	0	1	1	1	1	1	0	1	0	36	1	1	0	3	2	4	0	1	4	36	72	676
map05200	17378	14659	18025	18924	10972	15936	15562	11714	15197	16924	19267	18905	17804	15463	16610	21174	19679	23218	16069	14573	17979	17743	19411	21260	26563	49368	39589	35057	54748	32202	37118	39234	28965	36038	49992	69432	29495	58024	54729	66356	62107	72373	38154	27924	14786	23992	20658	1381350
map05202	0	1	0	0	0	0	0	1	0	9	1	1	0	0	0	0	3	17	73	154	1	3	3	7	2	1	6	0	1	5	0	13	8	19	1	47	0	16	8	5	10	36	8	2	0	5	0	467
map05203	16798	16029	16429	16881	11410	16353	17497	13831	15121	15286	16731	14371	15279	13559	13730	18097	17453	18935	14414	13010	15632	14683	17725	17917	25498	42476	36281	39859	46061	36624	36544	38550	28728	37551	46701	57416	30335	57156	50170	57141	53531	69109	36756	30098	12824	18608	15947	1281135
map05204	924	808	579	1145	566	684	785	739	743	698	455	463	515	490	498	841	629	573	475	570	581	539	632	688	899	1339	963	1239	1395	759	921	1003	625	718	1142	3175	744	2086	1535	2279	2056	2686	1057	824	683	809	690	45247
map05205	10189	9609	10064	11642	7207	9894	10105	7875	9629	10170	10926	10203	10716	9116	9409	12056	11889	12944	9513	9001	10636	10010	11295	11273	16526	28710	24240	22927	32423	22800	23505	22967	18778	24055	31257	38473	20531	32777	32549	38027	36869	38690	24525	19312	8827	12683	10847	827669
map05206	21617	23803	26113	16153	16766	23152	26173	19257	19999	26676	30320	26178	27311	23729	23680	22340	31783	34701	27100	26507	29761	23842	28798	25130	32527	96890	63534	67682	107388	71871	67293	70786	59747	75353	99297	108918	68113	101049	100082	123024	114012	64419	78604	62912	18547	33448	21966	2308351
map05210	41	20	29	85	37	55	51	19	154	22	27	58	47	55	142	72	48	22	51	38	66	28	13	23	49	50	172	102	118	78	86	3	93	80	348	549	131	302	124	103	96	578	73	172	34	31	37	4612
map05211	1101	1007	871	1363	829	1277	1235	948	865	928	1220	1698	1306	1178	1011	1381	1292	1397	943	1007	952	1069	1448	1589	2017	1830	3643	2106	2426	2453	1459	2310	1697	1512	2580	5027	1344	3730	2526	3530	2578	8618	2233	1758	903	2687	1709	88591
map05213	13	6	6	45	3	27	0	6	0	3	5	14	3	18	1	36	2	15	16	4	2	19	1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	3	22	328
map05215	16079	13505	16990	17127	9877	14427	14076	10603	13977	15799	17909	17013	15954	14085	15251	19340	18153	21616	14985	13382	16792	16213	17766	19461	24210	46199	32760	32366	51813	29339	35366	36621	26878	34193	46759	61834	27892	53394	51366	62112	58797	62783	35742	25857	13666	21076	18743	1270146
map05219	2783	2017	2118	2817	2327	3002	3521	3139	2634	2756	3102	2204	2935	2947	3021	3462	3993	3696	2860	2396	2581	2769	4456	4083	5979	6013	9318	8591	4287	8963	7385	7020	3615	7151	6200	8266	4810	13018	7792	7427	7550	15224	6908	5080	3006	3411	3593	232226
map05220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	0	3	2	4	0	1	0	0	0	19
map05221	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	3	2	1	0	1	3	3	7	2	1	6	0	1	4	0	13	8	19	1	1	0	16	8	4	10	35	8	2	0	5	0	167
map05222	26	16	31	87	124	57	32	18	92	11	42	21	371	107	123	118	20	53	47	20	74	333	60	62	84	1002	337	3	51	17	18	3	198	131	236	1311	84	216	93	90	20	417	52	112	23	19	63	6525
map05223	13	6	6	45	3	27	0	6	0	3	5	14	3	18	1	36	2	15	16	4	2	19	1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	3	22	328
map05225	165	132	135	380	136	192	200	149	173	173	94	135	152	82	103	333	174	142	97	148	147	124	122	175	224	293	161	481	386	260	197	286	98	106	99	1165	94	577	372	585	624	351	71	132	204	193	157	10979
map05226	3	1	4	4	3	6	2	1	0	4	3	2	1	1	1	2	0	0	6	0	1	0	1	4	3	0	0	0	12	0	0	0	0	0	0	0	0	0	12	0	1	0	0	0	2	2	2	84
map05230	38664	33906	36317	36767	25182	35322	37953	29051	32658	32932	36497	32277	33991	28711	30455	39834	38456	41834	31471	28773	36265	32099	37672	38793	56797	95184	78763	83645	106691	77412	79932	84986	61344	79477	106759	125468	65071	123612	112070	132386	124380	159277	82667	64203	29583	40811	37057	2833455
map05231	2141	2423	1690	3453	1769	2215	2177	1861	2030	2651	1873	2105	2310	2122	1831	3802	2614	3111	2133	1961	2335	2088	2492	2786	4786	3422	8538	6709	5974	4399	4301	5788	4222	4673	6696	8267	3716	8143	6468	8935	6800	14577	5031	3698	2437	3186	3168	189907
map05323	6437	5750	5320	6486	3893	5497	6669	4857	6481	4240	4632	5227	4478	3851	4292	4836	4700	5665	4050	3797	5518	4297	4386	4229	6054	17944	11835	9686	18083	9123	11779	10990	9346	13320	16803	18234	10255	15037	16436	20657	19355	12080	12644	8878	3545	5047	4318	401037
map05340	6428	6286	7009	6858	4562	5966	6360	4554	5658	7417	7995	7093	7324	6368	6686	8966	8601	8818	7074	6295	8047	6804	7877	8766	11629	18822	14913	17696	23461	15042	16756	18025	14638	16104	23446	26394	14129	23576	23234	28916	28376	32849	17103	13818	6288	9235	7983	590245
